0.185759637,"4"
0.499229024,"1"
0.870748299,"2"
1.253877551,"3"
1.637006802,"4"
2.020136054,"1"
2.403265306,"2"
2.763174603,"3"
3.157913832,"4"
3.541043083,"1"
3.947392290,"2"
4.318911564,"3"
4.713650793,"4"
5.096780045,"1"
5.468299319,"2"
5.851428571,"3"
6.234557823,"4"
6.617687074,"1"
7.000816326,"2"
7.383945578,"3"
7.767074829,"4"
8.150204081,"1"
8.533333333,"2"
8.916462585,"3"
9.299591836,"4"
9.671111111,"1"
10.054240362,"2"
10.437369614,"3"
10.832108843,"4"
11.215238095,"1"
11.586757369,"2"
11.969886621,"3"
12.353015873,"4"
12.736145124,"1"
13.119274376,"2"
13.490793650,"3"
13.873922902,"4"
14.257052154,"1"
14.640181405,"2"
15.011700680,"3"
15.406439909,"4"
15.801179138,"1"
16.184308390,"2"
16.555827664,"3"
16.938956916,"4"
17.322086167,"1"
17.705215419,"2"
18.088344671,"3"
18.483083900,"4"
18.866213151,"1"
19.237732426,"2"
19.620861678,"3"
20.003990929,"4"
20.387120181,"1"
20.770249433,"2"
21.141768707,"3"
21.524897959,"4"
21.896417233,"1"
22.279546485,"2"
22.651065759,"3"
23.034195011,"4"
23.417324263,"1"
23.788843537,"2"
24.183582766,"3"
24.555102040,"4"
24.926621315,"1"
25.309750566,"2"
25.692879818,"3"
26.087619047,"4"
26.470748299,"1"
26.853877551,"2"
27.237006802,"3"
27.620136054,"4"
28.014875283,"1"
28.398004535,"2"
28.769523809,"3"
29.152653061,"4"
29.535782312,"1"
29.918911564,"2"
30.290430839,"3"
30.673560090,"4"
31.068299319,"1"
31.439818594,"2"
31.822947845,"3"
32.217687074,"4"
32.600816326,"1"
32.983945578,"2"
33.367074829,"3"
33.750204081,"4"
34.133333333,"1"
34.504852607,"2"
34.887981859,"3"
35.271111111,"4"
35.642630385,"1"
36.014149659,"2"
36.385668934,"3"
36.768798185,"4"
37.140317460,"1"
37.523446712,"2"
37.894965986,"3"
38.278095238,"4"
38.672834467,"1"
39.055963718,"2"
39.427482993,"3"
39.822222222,"4"
40.205351473,"1"
40.588480725,"2"
40.971609977,"3"
41.343129251,"4"
41.726258503,"1"
42.097777777,"2"
42.469297052,"3"
42.864036281,"4"
43.247165532,"1"
43.618684807,"2"
43.990204081,"3"
44.384943310,"4"
44.779682539,"1"
45.151201814,"2"
45.534331065,"3"
45.917460317,"4"
46.288979591,"1"
46.660498866,"2"
47.032018140,"3"
47.415147392,"4"
47.786666666,"1"
48.169795918,"2"
48.564535147,"3"
48.947664399,"4"
49.319183673,"1"
49.690702947,"2"
50.073832199,"3"
50.445351473,"4"
50.840090702,"1"
51.211609977,"2"
51.583129251,"3"
51.966258503,"4"
52.349387755,"1"
52.732517006,"2"
53.104036281,"3"
53.487165532,"4"
53.881904761,"1"
54.265034013,"2"
54.648163265,"3"
55.031292517,"4"
55.414421768,"1"
55.785941043,"2"
56.169070294,"3"
56.552199546,"4"
56.935328798,"1"
57.318458049,"2"
57.689977324,"3"
58.073106575,"4"
58.456235827,"1"
58.839365079,"2"
59.222494331,"3"
59.605623582,"4"
59.988752834,"1"
60.371882086,"2"
60.743401360,"3"
61.126530612,"4"
61.509659863,"1"
61.892789115,"2"
62.264308390,"3"
62.659047619,"4"
63.053786848,"1"
63.436916099,"2"
63.820045351,"3"
64.214784580,"4"
64.597913832,"1"
64.981043083,"2"
65.352562358,"3"
65.735691609,"4"
66.118820861,"1"
66.490340136,"2"
66.861859410,"3"
67.244988662,"4"
67.628117913,"1"
67.999637188,"2"
68.371156462,"3"
68.765895691,"4"
69.149024943,"1"
69.520544217,"2"
69.903673469,"3"
70.286802721,"4"
70.669931972,"1"
71.041451247,"2"
71.412970521,"3"
71.796099773,"4"
72.167619047,"1"
72.539138321,"2"
72.910657596,"3"
73.293786848,"4"
73.665306122,"1"
74.048435374,"2"
74.431564625,"3"
74.803083900,"4"
75.197823129,"1"
75.592562358,"2"
75.975691609,"3"
76.358820861,"4"
76.741950113,"1"
77.125079365,"2"
77.496598639,"3"
77.891337868,"4"
78.274467120,"1"
78.657596371,"2"
79.029115646,"3"
79.412244897,"4"
79.795374149,"1"
80.178503401,"2"
80.561632653,"3"
80.956371882,"4"
81.339501133,"1"
81.722630385,"2"
82.094149659,"3"
82.477278911,"4"
82.860408163,"1"
83.243537414,"2"
83.626666666,"3"
84.021405895,"4"
84.404535147,"1"
84.787664399,"2"
85.159183673,"3"
85.542312925,"4"
85.925442176,"1"
86.320181405,"2"
86.691700680,"3"
87.086439909,"4"
87.469569160,"1"
87.864308390,"2"
88.247437641,"3"
88.630566893,"4"
89.013696145,"1"
89.396825396,"2"
89.768344671,"3"
90.151473922,"4"
90.534603174,"1"
90.917732426,"2"
91.300861678,"3"
91.683990929,"4"
92.067120181,"1"
92.450249433,"2"
92.833378684,"3"
93.216507936,"4"
93.599637188,"1"
93.982766439,"2"
94.354285714,"3"
94.749024943,"4"
95.132154195,"1"
95.515283446,"2"
95.886802721,"3"
96.269931972,"4"
96.641451247,"1"
97.036190476,"2"
97.430929705,"3"
97.802448979,"4"
98.173968253,"1"
98.557097505,"2"
98.940226757,"3"
99.334965986,"4"
99.718095238,"1"
100.101224489,"2"
100.484353741,"3"
100.867482993,"4"
101.250612244,"1"
101.633741496,"2"
101.993650793,"3"
102.388390022,"4"
102.771519274,"1"
103.154648526,"2"
103.537777777,"3"
103.920907029,"4"
104.304036281,"1"
104.687165532,"2"
105.058684807,"3"
105.453424036,"4"
105.836553287,"1"
106.231292517,"2"
106.602811791,"3"
106.985941043,"4"
107.369070294,"1"
107.740589569,"2"
108.123718820,"3"
108.506848072,"4"
108.878367346,"1"
109.261496598,"2"
109.633015873,"3"
110.016145124,"4"
110.399274376,"1"
110.782403628,"2"
111.165532879,"3"
111.548662131,"4"
111.920181405,"1"
112.314920634,"2"
112.686439909,"3"
113.069569160,"4"
113.464308390,"1"
113.847437641,"2"
114.218956916,"3"
114.602086167,"4"
114.985215419,"1"
115.368344671,"2"
115.751473922,"3"
116.134603174,"4"
116.506122448,"1"
116.889251700,"2"
117.260770975,"3"
117.643900226,"4"
118.027029478,"1"
118.421768707,"2"
118.804897959,"3"
119.188027210,"4"
119.559546485,"1"
119.931065759,"2"
120.302585034,"3"
120.674104308,"4"
121.057233560,"1"
121.440362811,"2"
121.811882086,"3"
122.195011337,"4"
122.578140589,"1"
122.949659863,"2"
123.321179138,"3"
123.715918367,"4"
124.110657596,"1"
124.493786848,"2"
124.865306122,"3"
125.260045351,"4"
125.643174603,"1"
126.026303854,"2"
126.397823129,"3"
126.792562358,"4"
127.175691609,"1"
127.558820861,"2"
127.941950113,"3"
128.325079365,"4"
128.708208616,"1"
129.102947845,"2"
129.474467120,"3"
129.869206349,"4"
130.252335600,"1"
130.635464852,"2"
131.018594104,"3"
131.401723356,"4"
131.784852607,"1"
132.167981859,"2"
132.539501133,"3"
132.934240362,"4"
133.305759637,"1"
133.688888888,"2"
134.060408163,"3"
134.443537414,"4"
134.815056689,"1"
135.198185941,"2"
135.581315192,"3"
135.976054421,"4"
136.370793650,"1"
136.742312925,"2"
137.125442176,"3"
137.520181405,"4"
137.914920634,"1"
138.286439909,"2"
138.669569160,"3"
139.052698412,"4"
139.447437641,"1"
139.830566893,"2"
140.202086167,"3"
140.596825396,"4"
140.979954648,"1"
141.351473922,"2"
141.734603174,"3"
142.117732426,"4"
142.512471655,"1"
142.883990929,"2"
143.267120181,"3"
143.650249433,"4"
144.044988662,"1"
144.416507936,"2"
144.776417233,"3"
145.159546485,"4"
145.542675736,"1"
145.925804988,"2"
146.308934240,"3"
146.692063492,"4"
147.075192743,"1"
147.469931972,"2"
147.841451247,"3"
148.212970521,"4"
148.607709750,"1"
149.002448979,"2"
149.385578231,"3"
149.780317460,"4"
150.175056689,"1"
150.558185941,"2"
150.941315192,"3"
151.336054421,"4"
151.719183673,"1"
152.102312925,"2"
152.485442176,"3"
152.880181405,"4"
153.263310657,"1"
153.646439909,"2"
154.029569160,"3"
154.424308390,"4"
154.807437641,"1"
155.190566893,"2"
155.562086167,"3"
155.956825396,"4"
156.339954648,"1"
156.723083900,"2"
157.106213151,"3"
157.489342403,"4"
157.884081632,"1"
158.255600907,"2"
158.615510204,"3"
159.010249433,"4"
159.393378684,"1"
159.776507936,"2"
160.159637188,"3"
160.542766439,"4"
160.914285714,"1"
161.297414965,"2"
161.668934240,"3"
162.063673469,"4"
162.446802721,"1"
162.829931972,"2"
163.201451247,"3"
163.584580498,"4"
163.967709750,"1"
164.350839002,"2"
164.722358276,"3"
165.117097505,"4"
165.488616780,"1"
165.871746031,"2"
166.243265306,"3"
166.638004535,"4"
167.021133786,"1"
167.392653061,"2"
167.775782312,"3"
168.170521541,"4"
168.553650793,"1"
168.925170068,"2"
169.296689342,"3"
169.679818594,"4"
170.051337868,"1"
170.434467120,"2"
170.817596371,"3"
171.200725623,"4"
171.572244897,"1"
171.955374149,"2"
172.338503401,"3"
172.710022675,"4"
173.104761904,"1"
173.487891156,"2"
173.871020408,"3"
174.254149659,"4"
174.625668934,"1"
175.008798185,"2"
175.391927437,"3"
175.775056689,"4"
176.158185941,"1"
176.541315192,"2"
176.924444444,"3"
177.319183673,"4"
177.702312925,"1"
178.097052154,"2"
178.480181405,"3"
178.851700680,"4"
179.234829931,"1"
179.617959183,"2"
180.001088435,"3"
180.384217687,"4"
180.767346938,"1"
181.150476190,"2"
181.533605442,"3"
181.916734693,"4"
182.299863945,"1"
182.682993197,"2"
183.066122448,"3"
183.460861678,"4"
183.843990929,"1"
184.227120181,"2"
184.598639455,"3"
184.981768707,"4"
185.353287981,"1"
185.736417233,"2"
186.107936507,"3"
186.479455782,"4"
186.839365079,"1"
187.210884353,"2"
187.582403628,"3"
187.953922902,"4"
188.325442176,"1"
188.696961451,"2"
189.080090702,"3"
189.463219954,"4"
189.823129251,"1"
190.194648526,"2"
190.554557823,"3"
190.926077097,"4"
191.285986394,"1"
191.645895691,"2"
192.017414965,"3"
192.388934240,"4"
192.760453514,"1"
193.166802721,"2"
193.561541950,"3"
193.933061224,"4"
194.304580498,"1"
